Scraping_Date,Type,Description,Bedrooms,Bathrooms,Area,Down Payment,Location,Price
2025-03-31,Apartment,"Luxurious apartment for sale with immediate delivery! In the heart of the Fifth Settlement, you will live in comfort!! (Special price)",1,1,85 Sq. M.,"Down payment: EGP 1,190,000","5th Settlement, New Cairo, Cairo","8,330,000"
2025-03-31,Chalet,"For a price not exceeding 8 million, a 107-meter corner chalet with the largest swimming pool view, fully finished in Sea Shore Hyde Park, North Coast",2,2,107 Sq. M.,"Down payment: EGP 5,000,000","Seashore, North Coast, Matruh","7,936,125"
2025-03-31,Apartment,Apartment for sale in super prime location and under market price,2,2,120 Sq. M.,"Down payment: EGP 4,500,000","Karmell Compound, Sheikh Zayed, Giza","10,000,000"
2025-03-31,Apartment,An opportunity that will not be repeated! An apartment for sale with immediate delivery and a roof in the heart of the Fifth Settlement at a special p,2,2,105 Sq. M.,"Down payment: EGP 1,500,000","5th Settlement, New Cairo, Cairo","10,500,000"
2025-03-31,Apartment,"Apartment for sale, 184 m², Alex West Compound (Delivery 2026)",3,3,184 Sq. M.,N/A,"Alex West, Agami, Alexandria","4,968,000"
2025-03-31,Townhouse,Fully Finished Townhouse with ACs for Sale with Installments by ORA In Front of Sphinx Airport,3,3,169 Sq. M.,0% Down Payment,"Solana, Sheikh Zayed, Giza","16,000,000"
2025-03-31,Chalet,"Chalet in Red Carpet Village, Ain Sokhna, delivery within 6 months, very distinguished location, all services available",1,1,52 Sq. M.,"Down payment: EGP 597,600","Ain Sukhna, Suez","1,660,000"
2025-03-31,Apartment,"Apartment in a prime location, direct view of the lake, for 12 years",2,2,127 Sq. M.,"Down payment: EGP 1,184,908","Badya Palm Hills Compound, 6th of October, Giza","11,849,084"
2025-03-31,Apartment,"Apartment 2-bedroom  with a lagoon view for sale in the Fifth Settlement, New Cairo, just 10 minutes from Maadi and the American University.",2,2,119 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","4,450,000"
2025-03-31,Apartment,"For rent, an apartment with immediate delivery, fully finished with air conditioning, first row, on the Hilton Towers",4,3,430 Sq. M.,N/A,"El Maadi, Maadi, Cairo","28,000,000"
2025-03-31,Apartment,"Apartment for sale, immediate delivery! In the heart of the Fifth Settlement - Don't miss the opportunity - Call now and reserve your apartment.",1,1,81 Sq. M.,"Down payment: EGP 1,070,000","5th Settlement, New Cairo, Cairo","7,490,000"
2025-03-31,Townhouse,Prime Location Townhouse by Hassan Allam for Sale with Installments,3,3,200 Sq. M.,0% Down Payment,"Swan Lake West, Sheikh Zayed, Giza","16,000,000"
2025-03-31,Apartment,FULLY FINISHED GARDEN APARTMENT READY TO MOVE,2,2,125 Sq. M.,"Down payment: EGP 4,260,000","Kayan, 6th of October, Giza","7,100,000"
2025-03-31,Apartment,"Apartment 103 m², 40% discount, in front of Al-Thawra Street, fully finished with air conditioning",2,1,103 Sq. M.,N/A,"Marriott Residence, Heliopolis, Cairo","7,000,000"
2025-03-31,Apartment,"Apartment available for viewing, luxurious finishing, fully furnished, with the highest return on investment in dollars, directly on the Suez Road.",2,2,130 Sq. M.,"Down payment: EGP 600,000","Tag Sultan Compound, 1st Settlement, New Cairo, Cairo","6,000,000"
2025-03-31,Apartment,Finished apartment for sale in Mountain View Lagoon phase with 1.5% down payment over 12 years,3,2,160 Sq. M.,"Down payment: EGP 180,000","Mountain View iCity Compound, 6th of October, Giza","12,000,000"
2025-03-31,Apartment,232 sqm apartment for sale with the highest annual return in dollars in El Alamein City Edge Towers,3,3,232 Sq. M.,"Down payment: EGP 3,300,000","Alamein Towers, North Coast, Matruh","33,000,000"
2025-03-31,Apartment,"Ground floor apartment with a garden, ultra-luxuriously finished, at half price, in the most upscale location in the heart of the Fifth Settlement",2,2,137 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","11,000,000"
2025-03-31,Chalet,Chalet for sale dp10% over 8 years fully finished in North Cast,1,1,50 Sq. M.,"Down payment: EGP 330,000","North Coast, Matruh","3,300,000"
2025-03-31,Apartment,Apartment for sale in the most distinguished areas of the Fifth Settlement with the lowest down payment and the longest repayment period,3,3,161 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","10,000,000"
2025-03-31,Apartment,"Apartment available for sale, fully finished, with furniture and fittings, 40% discount, with a dollar return, on the Suez Road, minutes from the airp",2,2,130 Sq. M.,"Down payment: EGP 600,000","Mivida Compound, 5th Settlement, New Cairo, Cairo","7,000,000"
2025-03-31,Penthouse,"For sale, a 243-square-meter penthouse, fully finished with air conditioners, in installments over 7 years, in Village West Compound, Sheikh Zayed.",4,4,243 Sq. M.,"Down payment: EGP 5,662,122","Village West Compound, Sheikh Zayed, Giza","28,310,611"
2025-03-31,Apartment,"For sale apartment 154 m2 + garden 115m, One 33 Badr El Din compound, 6 october",3,2,154 Sq. M.,"Down payment: EGP 2,120,000","ONe33, Sheikh Zayed, Giza","8,000,000"
2025-03-31,Townhouse,Eid Offer 0% Down Payment Get Townhouse Corner Luxury Finished Sea View Prim Location,4,4,145 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","11,000,000"
2025-03-31,Chalet,"Ready-to-move-in chalet on the sea, fully finished, SEA VIEW, in La Vista 6, Ain Sokhna, next to Porto Sokhna",3,3,150 Sq. M.,N/A,"La Vista 6, Ain Sukhna, Suez","6,500,000"
2025-03-31,Apartment,Lowest Downpayment   Resale Apartment Ready to move  Very Prime Location Landscape View,3,3,179 Sq. M.,0% Down Payment,"Sarai, Mostakbal City, Cairo","4,600,000"
2025-03-31,Apartment,Invest with palm hills | Finished 1BR Apartment in Smart city with lagoon view | For sale in October,1,2,70 Sq. M.,"Down payment: EGP 90,000","Badya Palm Hills Compound, 6th of October, Giza","6,000,000"
2025-03-31,Penthouse,"Penthouse Roof - 3 Rooms - Down Payment 1,300,000 - 10 Years Installment - Golden Square",4,4,300 Sq. M.,"Down payment: EGP 1,250,000","City Gate Compound, 5th Settlement, New Cairo, Cairo","25,000,000"
2025-03-31,Duplex,"Duplex for sale in the most upscale projects in the compound, 200 square meters, in Telal East Compound",4,3,200 Sq. M.,N/A,"Telal East, 5th Settlement, New Cairo, Cairo","12,600,000"
2025-03-31,Apartment,Apartment 156m for sale immediate delivery next to Diyar Al Mukhabarat Compound in Waterway Compound New Cairo with installments,2,2,156 Sq. M.,N/A,"W Signature, New Cairo, Cairo","5,280,000"
2025-03-31,Apartment,"Future House is a real estate developer in Beit Al Watan, offering high-end residential units and housing solutions near top compounds (Palm Hills –",3,3,255 Sq. M.,"Down payment: EGP 1,376,000","Beit Al Watan, 5th Settlement, New Cairo, Cairo","6,880,000"
2025-03-31,Apartment,Apartment With Garden Installments Over 10 Years In Zayed - By Dunes,3,3,342 Sq. M.,0% Down Payment,"Levels By Dunes Compound, Sheikh Zayed, Giza","12,000,000"
2025-03-31,Chalet,"Chalet for sale in very prime location in CALI coast with the best down payment 450,000",2,2,96 Sq. M.,"Down payment: EGP 950,000","Cali Coast, North Coast, Matruh","9,510,000"
2025-03-31,Penthouse,"Penthouse with furniture only, fully finished, with air conditioners and free clubhouse membership, at a bargain price",3,3,170 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","15,000,000"
2025-03-31,Apartment,ready to move apartment resale at taj sultan new cairo cash  Less than the company price,3,3,130 Sq. M.,"Down payment: EGP 3,250,000","Tag Sultan, Nasr City, Cairo","6,500,000"
2025-03-31,Apartment,One bedroom Apartment 77m pool view,1,1,77 Sq. M.,"Down payment: EGP 1,122,231","Hurghada, Red Sea","3,740,771"
2025-03-31,Villa,"437m standalone villa for sale in Azhar Compound, Fifth Settlement",5,4,427 Sq. M.,N/A,"Azzar Compound, 5th Settlement, New Cairo, Cairo","18,100,000"
2025-03-31,Apartment,5% down payment + equal installments over10 years without interest Fully finished Apartment seaview,2,2,144 Sq. M.,0% Down Payment,"Mazarine, North Coast, Matruh","6,000,000"
2025-03-31,Apartment,Penthouse In Levels By Dunes Over 10 Years Installments - V Levels El Sheikh Zayed,3,3,220 Sq. M.,0% Down Payment,"Levels By Dunes Compound, Sheikh Zayed, Giza","12,000,000"
2025-03-31,Apartment,"Apartment for sale in Madinaty, ultra-luxury finishing, garden view, immediate delivery",2,2,107 Sq. M.,N/A,"Madinaty, Cairo","5,000,000"
2025-03-31,Apartment,From Direct Owner Apartment 0% DP Over 12 Years installment in Very  Prime Location,2,2,112 Sq. M.,0% Down Payment,"Sarai, Mostakbal City, Cairo","5,800,000"
2025-03-31,Apartment,"A duplex with a private garden and a club house view, next to Madinaty and on the Suez Road directly, with installments up to 12 years.",3,2,205 Sq. M.,0% Down Payment,"Sarai, Mostakbal City, Cairo","6,900,000"
2025-03-31,Apartment,"10% Downpayment over 10 years  Apartment prime location Landscape View, Park , Prime location , Double View",2,2,140 Sq. M.,0% Down Payment,"Creek Town Compound, 5th Settlement, New Cairo, Cairo","8,000,000"
2025-03-31,Apartment,Apartment for sale in the Fifth Settlement with immediate delivery - upscale housing at a great price! Attractive discount - and installments availabl,3,3,152 Sq. M.,"Down payment: EGP 805,450","5th Settlement, New Cairo, Cairo","9,665,400"
2025-03-31,Villa,TWON HOUSE -fully finished -catchy price-20% Dp -over 5years,3,3,254 Sq. M.,"Down payment: EGP 4,956,000","New Cairo, Cairo","24,780,000"
2025-03-31,Apartment,"Apartment with a sea view for El Alamein Towers, immediate delivery, fully finished, hotel-style finishes, with air conditioning, in a prime location",4,4,217 Sq. M.,"Down payment: EGP 1,000,000","Alamein Towers, North Coast, Matruh","20,000,000"
2025-03-31,Apartment,"✨ Own your apartment now with immediate delivery in Investors District, just one minute from the Green River! Enjoy a prime location ✨",3,3,144 Sq. M.,N/A,"IL Bosco, New Capital City, Cairo","5,771,209"
2025-03-31,Apartment,✨ Own Your Apartment Now with Immediate Delivery in Investors District – Just One Minute from the Green River! ✨,2,3,129 Sq. M.,N/A,"IL Bosco, New Capital City, Cairo","5,781,244"
2025-03-31,Apartment,Inspect and Receive Your Apartment Now in the Most Exclusive Compound with a Prime Location in the New Capital!,4,3,172 Sq. M.,N/A,"Scenario, New Capital City, Cairo","5,011,435"
2025-03-31,Villa,"For sale, a first-row villa on the sea in the most upscale and distinguished village in the heart of New Alamein, with a panoramic view of the Alamein",5,4,300 Sq. M.,"Down payment: EGP 4,800,000","Mazarine, North Coast, Matruh","32,000,000"
2025-03-31,Penthouse,Your chance to live in a distinguished project in Beit Al Watan at the lowest price per square meter with affordable down payments and installments.,3,3,240 Sq. M.,"Down payment: EGP 1,171,500","Beit Al Watan, 5th Settlement, New Cairo, Cairo","7,810,000"
2025-03-31,Villa,Townhouse Villa - Immediate Receipt - 12 Millions Required And The Rest In Installments Over 6 Years,4,4,300 Sq. M.,"Down payment: EGP 12,000,000","Creek Town Compound, 5th Settlement, New Cairo, Cairo","40,000,000"
2025-03-31,Apartment,"It has a discount of up to 55% off the total price for a limited time. A minimum down payment is required, and installments are available for up to 8",2,2,112 Sq. M.,"Down payment: EGP 947,212","5th Settlement, New Cairo, Cairo","5,571,840"
2025-03-31,Apartment,New Offer 0% Down Payment Over 12 yrs installments Apartment At The Best Location In Taj City,1,1,80 Sq. M.,0% Down Payment,"Rehab City Compound, New Cairo, Cairo","3,120,000"
2025-03-31,Apartment,1-Bedroom Apartment in The View Residence – Prime Location & Exclusive Living,1,1,115 Sq. M.,N/A,"Hurghada, Red Sea","10,350,000"
2025-03-31,Apartment,Summer Offer 10% Down payment over 7 Yrs Get Apartment  Fully Finished Seaview Prime Location,2,2,126 Sq. M.,0% Down Payment,"Latin District, Alamein, Matruh","3,538,000"
2025-03-31,Apartment,Own Apartment  Luxury Finished  Installments At The Best Location in Palm Hills New Cairo,2,2,128 Sq. M.,"Down payment: EGP 3,180,000","Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","11,420,000"
2025-03-31,Apartment,V-LEVELS 10 years payment plan In El Sheikh Zayed City - Apartment 3 Bedroom With Garden,3,3,440 Sq. M.,0% Down Payment,"Levels By Dunes Compound, Sheikh Zayed, Giza","13,000,000"
2025-03-31,Chalet,Ground beach chalet 130 m + garden 65 m with dp 5% only 3 bed flexible payment plan limited offer,4,4,195 Sq. M.,"Down payment: EGP 1,359,000","Seashore, North Coast, Matruh","27,180,000"
2025-03-31,Apartment,Limited Offer 10% Down Payment Get Apartment Over 9Years Installments In Very Prime Location,2,2,130 Sq. M.,0% Down Payment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","5,300,000"
2025-03-31,Apartment,"Apartment for sale, fully finished, 120 sqm, in a prime location in Rehab Compound, Fifth Settlement",3,2,120 Sq. M.,N/A,"Rehab City Compound, New Cairo, Cairo","7,500,000"
2025-03-31,Chalet,Eid Offer 5 % Down Payment Get Chalet Luxury Finished Sea View Prim Location,3,3,150 Sq. M.,0% Down Payment,"La Vista Bay North Coast, North Coast, Matruh","8,500,000"
2025-03-31,Apartment,Apartment two bedrooms 118Sqm located in ALDAU Heights Al Kawther Hurghada. installment over 8 Years,2,1,118 Sq. M.,"Down payment: EGP 826,000","Hurghada, Red Sea","8,265,000"
2025-03-31,Apartment,Installments Apartment Ready To Move Super Lux ACs Prime Location In The Address East,3,3,167 Sq. M.,0% Down Payment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,016,000"
2025-03-31,Apartment,"A perfect apartment for sale in Madinaty, directly in front of  south Park, a repeated floor, super deluxe finishing, a large garden view, and at a",3,2,135 Sq. M.,N/A,"Madinaty, Cairo","6,350,000"
2025-03-31,Chalet,Limited  Offer 10% Down Payment Get Chalet Luxury Finished Sea View Prim Location,3,3,206 Sq. M.,0% Down Payment,"Hacienda West, North Coast, Matruh","15,000,000"
2025-03-31,Apartment,Prime Apartment Fully finished 25% Downpayment Over 6Yrs INSTallments Own Apartment Landscape View,2,2,155 Sq. M.,0% Down Payment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","9,100,000"
2025-03-31,Duplex,2025 Offer 0%Down payment Get Duplex Over 10 Yrs Luxury Finished  Sea View At The Best Location,4,4,184 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","13,000,000"
2025-03-31,Duplex,2025 Offer 0%Down payment Get Duplex Over 10 Yrs Luxury Finished  Sea View At The Best Location,3,3,158 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","10,000,000"
2025-03-31,Duplex,Exclusive Offer 0%Down payment Get Duplex Over 10 Yrs Luxury Finished  Sea View At The Best Location,2,2,109 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","9,000,000"
2025-03-31,Chalet,Limited Offer 0% Down Payment Get Chalet Luxury Finished Sea View Prim Location,3,3,114 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","7,000,000"
2025-03-31,Apartment,luxuary fully finished apartment over 10years prime location,3,3,163 Sq. M.,"Down payment: EGP 933,495","Solana, Sheikh Zayed, Giza","18,669,900"
2025-03-31,Apartment,"With Install 10y - Fully Finished Apart,New Cairo",3,2,130 Sq. M.,"Down payment: EGP 1,009,989","Trio Gardens Compound, 5th Settlement, New Cairo, Cairo","10,100,000"
2025-03-31,Apartment,"With Install 10y - Fully Finished Apart,New Cairo",4,3,195 Sq. M.,"Down payment: EGP 1,540,000","5th Settlement, New Cairo, Cairo","15,400,000"
2025-03-31,Apartment,0% down payment + equal installments over10 years without interest Prime Apartment Landscape View prime Location in Telal East,3,3,157 Sq. M.,0% Down Payment,"Telal East, 5th Settlement, New Cairo, Cairo","6,000,000"
2025-03-31,Apartment,0% down payment + equal installments over12 years without interest Apartment prime location landscape view,2,2,112 Sq. M.,0% Down Payment,"Madinaty, Cairo","4,000,000"
2025-03-31,Apartment,"""Inspect your apartment in the heart of R7, in the most prime location in the New Administrative Capital. """,3,2,127 Sq. M.,N/A,"BOARDWALK, New Capital City, Cairo","3,100,000"
2025-03-31,Apartment,5% Down Payment  Over 10 Years installments prime location landscape view,4,4,205 Sq. M.,0% Down Payment,"Trio Gardens Compound, 5th Settlement, New Cairo, Cairo","11,000,000"
2025-03-31,Apartment,Apartment 59 sqm Iconic Resort Down payment 20%,1,1,56 Sq. M.,"Down payment: EGP 501,500","Hurghada, Red Sea","2,507,500"
2025-03-31,Penthouse,"Penthouse for sale, 251 sqm + private roof, fully finished, ready for viewing, with a distinctive view, in installments, Swan Lake, New Cairo.",3,3,251 Sq. M.,N/A,"Swan Lake Residences, 1st Settlement, New Cairo, Cairo","12,500,000"
2025-03-31,Apartment,The apartment is on offer with a discount of up to 60% off the total price for just 4 days. The price will increase once the offer ends.,2,2,125 Sq. M.,N/A,"6th of October, Giza","3,480,000"
2025-03-31,Apartment,"An immediate apartment for sale with European materials, directly from the owner. A minimum down payment is required, and installment options are avai",3,3,133 Sq. M.,"Down payment: EGP 1,071,000","Beta Greens, Mostakbal City, Cairo","6,300,000"
2025-03-31,Apartment,Eid Offer 10% Down payment over 7 years Own Apartment Fully Finished Seaview in New Alamein,2,2,96 Sq. M.,0% Down Payment,"Latin District, Alamein, Matruh","3,823,000"
2025-03-31,Chalet,Eid Offer 0% Down Payment Get Chalet Luxury Finished Sea View Prim Location,1,1,74 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","5,800,000"
2025-03-31,Chalet,Eid Offer 0% Down Payment Get Chalet Luxury Finished Sea View Prim Location,2,2,89 Sq. M.,0% Down Payment,"Cali Coast, North Coast, Matruh","6,000,000"
2025-03-31,Townhouse,Prime town house direct on lagoon with 10y installment,5,5,200 Sq. M.,"Down payment: EGP 1,500,000","Hacienda Heneish, North Coast, Matruh","30,000,000"
2025-03-31,Villa,"For sale, a twin house villa at a bargain price, delivery date 2027, River Park Compound, 50 meters from Dahshur link",4,4,270 Sq. M.,"Down payment: EGP 2,000,000","River Park Compound, Sheikh Zayed, Giza","11,000,000"
2025-03-31,Apartment,"Receive your finished unit now in the heart of the Fifth Settlement, with installments - New Cairo",2,2,120 Sq. M.,"Down payment: EGP 1,282,000","The Address East Compound, 5th Settlement, New Cairo, Cairo","6,413,000"
2025-03-31,Apartment,Ready To Move Limited units  and fully finished for sale with the best payment plan at heart of New Cairo,3,2,140 Sq. M.,"Down payment: EGP 1,484,000","The Address East Compound, 5th Settlement, New Cairo, Cairo","7,420,000"
2025-03-31,Apartment,Ready To Move Apart for Sale With Lowest DownPayment At New Cairo,3,3,164 Sq. M.,"Down payment: EGP 2,952,000","EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","14,760,000"
2025-03-31,Apartment,Ready To Move limited Units with Best Payment At New Cairo,2,2,120 Sq. M.,"Down payment: EGP 2,340,000","EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","11,700,000"
2025-03-31,Apartment,"Fully finished apartment with immediate delivery, 10% down payment and installments over 8 years",3,2,133 Sq. M.,"Down payment: EGP 660,000","Beta Greens, Mostakbal City, Cairo","6,600,000"
2025-03-31,Apartment,Studio 56 Sqm with private beach in Scandic Resort Arabia,N/A,1,56 Sq. M.,N/A,"Hurghada, Red Sea","2,824,842"
2025-03-31,Villa,"Standalone villa for sale, ready for viewing, with installments over 7 years, Swan Lake, Fifth Settlement.",4,4,389 Sq. M.,N/A,"Swan Lake Residences, 1st Settlement, New Cairo, Cairo","25,000,000"
2025-03-31,Apartment,"Ground floor apartment with a garden in the Golden Square area, the most upscale location in the heart of the Fifth Settlement, with installments over",3,3,157 Sq. M.,"Down payment: EGP 940,000","Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","18,800,000"
2025-03-31,Apartment,"Immediate delivery , Apartment  for sale,, minutes from the American University with 10%down payment",2,2,109 Sq. M.,N/A,"New Cairo, Cairo","2,830,000"
2025-03-31,Apartment,"Immediate delivery, ready for housing, in front of the American University (AUC), in the heart of Fifth Settlement",3,2,180 Sq. M.,N/A,"5th Settlement, New Cairo, Cairo","8,000,000"
2025-03-31,Townhouse,"5% Downpayment over 10 Years installments HydePark launch  , Villas compound  At New Cairo Townhouse corner",3,4,215 Sq. M.,0% Down Payment,"Hyde Park Central, New Cairo, Cairo","17,500,000"
2025-03-31,Apartment,"Studio 39 m² in Iconic Resort, Hadaba with 25% discount",N/A,1,39 Sq. M.,N/A,"Hurghada, Red Sea","1,228,500"
2025-03-31,Apartment,One Bedroom Apartment 45m Hadaba street view,1,1,45 Sq. M.,"Down payment: EGP 405,000","Hurghada, Red Sea","2,025,000"
2025-03-31,Apartment,apartment pool&garden view in almaza suites -alahyaa hurghada red sea,1,1,60 Sq. M.,"Down payment: EGP 1,144,801","Hurghada, Red Sea","2,289,603"
2025-03-31,Apartment,Luxury 81m Apartment with Direct Sea View in Storia Del Mare Resort,1,1,81 Sq. M.,"Down payment: EGP 569,814","Hurghada, Red Sea","5,698,149"
2025-03-31,Villa,Ready To Move Villa 300m at Mountain View Hyde Park New Cairo,4,4,300 Sq. M.,"Down payment: EGP 2,679,000","Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo","26,800,000"
2025-03-31,Apartment,Ready To Move Apart 166m with Lowest Down Payment At New Cairo,3,3,166 Sq. M.,"Down payment: EGP 2,400,000","Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo","16,120,000"
2025-03-31,Apartment,100m² Apartment with Green Contract in Al-Ahyaa,2,1,100 Sq. M.,N/A,"Hurghada, Red Sea","2,650,000"
2025-03-31,Apartment,"Own a 130m² Apartment in Al-Ahyaa, Hurghada – Green Contract",3,1,130 Sq. M.,N/A,"Hurghada, Red Sea","3,445,000"
2025-03-31,Townhouse,"Corner townhouse for sale with immediate delivery + private pool in installments in El Patio Prime Compound, El Shorouk City",3,3,226 Sq. M.,N/A,"EL Patio Prime, Shorouk City, Cairo","15,250,000"
2025-03-31,Townhouse,"A villa at a very affordable price in the Golden Square, within a fully serviced compound by a reputable developer!!",3,3,215 Sq. M.,"Down payment: EGP 1,730,750","5th Settlement, New Cairo, Cairo","17,307,500"
2025-03-31,Villa,Villa for sale special location 160 in Saray without down payment! 🏡(RAI) stage in the most distinguished projects of New Cairo    A wall in a,3,4,160 Sq. M.,0% Down Payment,"Sarai, Mostakbal City, Cairo","8,428,000"
2025-03-31,Apartment,"Apartment for sale with a 42% cash discount in the heart of the first settlement, near Al-Thawra Street and near Cairo Airport",2,1,111 Sq. M.,N/A,"1st Settlement, New Cairo, Cairo","3,770,000"
2025-03-31,Villa,Villa Lake View Delivery 1 year Old price Fifth Settlement,4,4,220 Sq. M.,"Down payment: EGP 3,233,152","5th Settlement, New Cairo, Cairo","21,554,353"
2025-03-31,Townhouse,Own Quadro 3 fully finished apartments with immediate delivery at a special price,9,6,960 Sq. M.,N/A,"Al Solaimaneyah Gardens, Sheikh Zayed, Giza","30,000,000"
2025-03-31,Apartment,Pool View Apt 50 Sqm in Panorama Magawish Resort at 20% Down Payment,1,1,50 Sq. M.,"Down payment: EGP 320,000","Hurghada, Red Sea","1,600,000"
2025-03-31,Apartment,With Installments 12y Apart 161m Near Cairo Airport,3,3,161 Sq. M.,0% Down Payment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","5,500,000"
2025-03-31,Apartment,Ready to move Apart lowest Downpayemnt 170m for sale at New Cairo,3,3,170 Sq. M.,N/A,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","5,500,000"
2025-03-31,Apartment,"Apartment for sale in Prime Location, the heart of the First Settlement, near Cairo Airport and near Revolution Street",2,1,111 Sq. M.,"Down payment: EGP 650,000","1st Settlement, New Cairo, Cairo","6,500,000"
2025-03-31,Apartment,"Apartment for sale in a prime location in Taj City, near Cairo Airport and next to the American University",3,2,165 Sq. M.,"Down payment: EGP 780,000","Taj City Compound, 1st Settlement, New Cairo, Cairo","7,800,000"
2025-03-31,Apartment,Ready-to-Move Apartment Fully Finished with AC Near the Swedish University in the Prime Location of R7.,3,3,180 Sq. M.,N/A,"Rivan, New Capital City, Cairo","6,021,960"
2025-03-31,Apartment,Limited Offer 35% Cash Dis Apartment Over installments 12 Years,2,2,110 Sq. M.,0% Down Payment,"The Icon Residence Compound, 5th Settlement, New Cairo, Cairo","4,900,000"
2025-03-31,Villa,Ready to move villa prime view in compound The Estates Sodic,4,4,353 Sq. M.,N/A,"The Estates Compound, Sheikh Zayed, Giza","11,250,000"
2025-03-31,Apartment,112m apartment with no down payment now for a limited period and installments up to 12 years,2,2,112 Sq. M.,0% Down Payment,"New Cairo, Cairo","6,000,000"
2025-03-31,Apartment,"Two-bedroom apartment for sale in the Fifth Settlement, The Icon, next to the American University, in installments",2,2,115 Sq. M.,"Down payment: EGP 748,000","The Icon Residence Compound, 5th Settlement, New Cairo, Cairo","3,305,000"
2025-03-31,Apartment,Loft Proof for sale in the heart of the assembly in Taj City Compound  Surface 115 m + roof 16 m  Prime location directly in front of Cairo Airpor,N/A,1,115 Sq. M.,"Down payment: EGP 938,000","Taj City Compound, 1st Settlement, New Cairo, Cairo","4,663,000"
2025-03-31,Apartment,Ready to move - Fully finished Apartment 147 m for sale with installments directly on 90th street  - New Cairo,3,3,147 Sq. M.,N/A,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","6,000,000"
2025-03-31,Apartment,Installments up to 12 Years with Monthly installment 11K - Apart 154m fully finished For sale at Heart Of October,3,3,154 Sq. M.,N/A,"Badya Palm Hills Compound, 6th of October, Giza","3,411,000"
2025-03-31,Apartment,"With Installments 10y - Ready To Move - Fully Finished Garden Apartment 157m For Sale with installments Near 90st , New Cairo",3,3,157 Sq. M.,0% Down Payment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","5,500,000"
2025-03-31,Apartment,Ready To Move Limited units For sale At Mountain View Hyde  Park New Cairo,3,3,164 Sq. M.,N/A,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo","5,500,000"
2025-03-31,Apartment,"Apartment for sale (3 rooms - 2 bathrooms) with a private garden - lowest down payment in the first compound, minutes from Nasr City",3,2,165 Sq. M.,N/A,"1st Settlement, New Cairo, Cairo","1,750,000"
2025-03-31,Chalet,"Installments up to 10 years, chalet for sale (3 rooms) sea view in Ain Sokhna",3,1,130 Sq. M.,N/A,"Ain Sukhna, Suez","1,200,000"
2025-03-31,Apartment,"Panorama Hills – Exclusive Living in El-Hadaba, Hurghada",2,1,80 Sq. M.,"Down payment: EGP 800,000","Hurghada, Red Sea","4,000,000"
2025-03-31,Apartment,"Aqua Infinity – Luxury Living in Al-Ahyaa, Hurghada",2,1,84 Sq. M.,"Down payment: EGP 2,474,951","Hurghada, Red Sea","3,535,645"
2025-03-31,Chalet,Chalet for sale At Amwaj with Garden,2,2,140 Sq. M.,N/A,"Amwaj, North Coast, Matruh","10,500,000"
2025-03-31,Apartment,"Fully finished apartment, ready to move in, 181 square meters, in a very distinguished location in the Investors Area",2,2,181 Sq. M.,N/A,"New Cairo, Cairo","6,200,000"
2025-03-31,Villa,Villa for sale next to Madinaty 160m at a special price in New Cairo,3,2,160 Sq. M.,N/A,"Sarai, Mostakbal City, Cairo","8,500,000"
2025-03-31,Chalet,Chalet for sale At Amwaj with Roof,4,3,150 Sq. M.,N/A,"Amwaj, North Coast, Matruh","12,800,000"
2025-03-31,Apartment,apartment for sale in 7 th district elsheikh Zayed fully finished ready to move prime location,3,3,215 Sq. M.,N/A,"7th District, Sheikh Zayed, Giza","5,500,000"
2025-03-31,Apartment,"Apartment ready to move fully finished , Cash",3,3,177 Sq. M.,N/A,"Arabesque, El Fostat, Cairo","4,600,000"
2025-03-31,Apartment,View immediately a fully furnished and air-conditioned apartment for rent in dollars in an exceptional location near Cairo Airport,2,2,103 Sq. M.,"Down payment: EGP 1,100,000","Nasr City, Cairo","6,700,000"
2025-03-31,Apartment,View immediately a fully furnished and air-conditioned apartment for rent in dollars in an exceptional location near Cairo Airport,2,2,103 Sq. M.,"Down payment: EGP 1,100,000","1st Settlement, New Cairo, Cairo","6,800,000"
